surface_name	site_name	species_name	formation_energy	frequencies	other_parameters	reference	
CuMn	211	#O-H	1.16	[12, 216.7, 348.5, 454.9, 838.3, 1173.0]	[]	Ang	 
CuMn	211	#H-OH	0.99	[12, 12, 103.6, 329.9, 436.5, 553.5, 595.0, 939.6, 3689.2]	[]	Ang	
CuMn	211	#CHO-H	0.66	[12, 12, 116.0, 189.7, 293.7, 447.2, 554.2, 771.4, 844.4, 1280.8, 1459.1, 2769.6]	[]	Ang	
CuMn	211	#CH3-H	-1.17	[12, 12, 67.6, 126.9, 367.4, 384.6, 684.4, 766.7, 1113.0, 1369.9, 1405.1, 1605.0, 2952.5, 3054.9, 3089.5]	[]	Ang	
CuMn	211	#CH-OH	0.73	[]	[]	Ang	
CuMn	211	#CH2-H	-0.85	[12, 210.3, 309.5, 451.4, 466.4, 548.9, 750.3, 892.7, 1313.4, 1449.3, 2843.0, 2946.6]	[]	Ang	
CuMn	211	#CO-OH	0.03	[12, 12, 85.1, 138.7, 233.5, 315.5, 328.1, 470.3, 612.0, 927.2, 1829.1, 3623.0]	[]	Ang	
CuMn	211	#CH3-OH	-0.15	[12, 12, 12, 48.2, 56.0, 216.6, 329.8, 365.1, 401.5, 519.9, 608.7, 681.6, 1356.0, 1371.2, 3046.0, 3220.1, 3246.3, 3650.8]	[]	Ang	
CuMn	211	#H-CHOH	0.42	[12, 12, 96.0, 210.8, 324.6, 448.3, 524.0, 613.0, 759.9, 1034.1, 1119.0, 1175.3, 1356.6, 2927.4, 3548.7]	[]	Ang	
CuMn	211	#CH2-OH	-0.11	[12, 71.3, 109.1, 176.2, 308.0, 422.9, 444.4, 505.4, 687.8, 747.8, 868.0, 1342.6, 2943.6, 3040.2, 3685.1]	[]	Ang	
CuMn	211	#CH-H	-0.38	[12, 363.3, 429.5, 484.3, 694.9, 883.0, 1035.2, 1282.6, 3003.3]	[]	Ang	
CuMn	211	#CO2-H	0.865	[12.0, 131.3, 156.9, 185.7, 226.7, 443.2, 578.8, 604.6, 641.3, 1069.5, 1370.5, 1865.9]	[]	Ang	
CuMn	211	#H-CO2	-0.3	[12.0, 12.0, 12.0, 65.0, 174.3, 232.8, 373.2, 552.8, 733.0, 1077.8, 1342.9, 2100.9]	[]	Ang	
7Cu	211	CO2	-0.665	[]	[]	Ang	
7Cu	211	CHO	-0.72	[]	[]	Ang	
7Cu	211	CO	-0.89	[]	[]	Ang	
7Cu	211	HCOO	-1.82	[]	[]	Ang	
7Cu	211	HCOOH	-0.86	[]	[]	Ang	
7Cu	211	H	-0.22	[]	[]	Ang	
7Cu	211	COOH	-0.807	[]	[]	Ang	
7Cu	211	OH	-0.02	[]	[]	Ang	
7Cu	211	COH	0.94	[]	[]	Ang	
7Cu	211	CH2O	-0.636	[]	[]	Ang	
7Cu	211	CH3O	-1.3	[]	[]	Ang	
7Cu	211	CH3OH	-1.67	[]	[]	Ang	
7Cu	211	CHOH	0.16	[]	[]	Ang	
7Cu	211	H2O	-0.16	[]	[]	Ang	
7Cu	211	CH2	-0.663	[]	[]	Ang	
7Cu	211	CH3	-2.43	[]	[]	Ang	
7Cu	211	CH	0.42	[]	[]	Ang	
7Cu	211	C	1.59	[]	[]	Ang	
7Cu	211	CH2OH	-1.13	[]	[]	Ang	
7Cu	211	CH4	-2.78	[]	[]	Ang	
7Cu	211	H2COOH	-1.088	[]	[]	Ang		
7Cu	211	O	1.12	[]	[]	Ang	
8Cu	211	CO2	-0.67	[12, 12, 42.7, 54.4, 99.2, 609.0, 618.6, 1302.6, 2337.2]	[]	Ang	
8Cu	211	COOH	-0.16	[48.7, 91.8, 113.9, 215.8, 282.5, 371.6, 651.3, 683.6, 1074.1, 1240.7, 1451.7, 3471.7]	[]	Ang	
8Cu	211	CO	-0.89	[12, 82.1, 222.5, 254.7, 336.4, 2010.4]	[]	Ang	
8Cu	211	CHO	-0.12	[77.3, 157.4, 196.7, 278.2, 479.9, 684.9, 1285.1, 1468.0, 2734.0]	[]	Ang	
8Cu	211	CHOH	0.37	[7.9, 96.9, 218.1, 269.0, 368.6, 444.3, 822.1, 1044.2, 1156.5, 1371.2, 2958.3, 3623.9]	[]	Ang	
8Cu	211	CH2OH	-0.55	[40.4, 83.5, 114.9, 218.7, 281.2, 450.3, 564.7, 802.1, 1079.3, 1144.2, 1234.1, 1405.7, 2930.9, 2997.1, 3680.9]	[]	Ang	
8Cu	211	CH3OH	-1.84	[12, 12, 44.7, 96.3, 119.7, 207.5, 405.8, 945.1, 1044.8, 1120.9, 1317.0, 1415.6, 1444.5, 1453.3, 2961.4, 3036.4, 3087.6, 3671.7]	[]	Ang		
8Cu	211	#CH	0.58	[26.9, 462.3, 492.9, 676.2, 681.7, 2991.4]	[]	Ang	
8Cu	211	CH2	-0.65	[175.2, 227.6, 371.8, 395.6, 478.0, 641.9, 1281.4, 2884.6, 2964.0]	[]	Ang	
8Cu	211	CH3	-1.67	[12, 36.6, 86.4, 447.6, 595.2, 609.3, 1069.6, 1380.0, 1396.2, 2940.1, 3036.3, 3044.4]	[]	Ang	
8Cu	211	CH4	-2.78	[12, 12, 12, 55.6, 62.1, 1286.5, 1289.3, 1290.1, 1507.2, 1509.0, 2954.0, 3070.0, 3071.7, 3072.9]	[]	Ang	
8Cu	211	H	0.35	[354.2, 939.7, 1271.5]	[]	Ang	
8Cu	211	H2O	-0.06	[12, 43.1, 89.8, 193.1, 399.5, 454.5, 1582.5, 3639.8, 3751.2]	[]	Ang	
8Cu	211	#COH	1.63	[12, 171.6, 316.6, 338.6, 504.2, 560.7, 1133.9, 1262.7, 3549.1]	[]	Ang	
8Cu	211	CH2O	-0.75	[57.0, 85.2, 141.9, 270.9, 341.8, 478.6, 868.6, 1149.4, 1212.5, 1454.2, 2847.5, 2922.1]	[]	Ang	
8Cu	211	CH3O	-1.14	[12, 38.1, 40.0, 104.5, 275.6, 349.1, 1016.8, 1110.8, 1131.6, 1413.7, 1439.8, 1442.7, 2893.7, 2953.5, 2970.0]	[]	Ang	
8Cu	211	O	1.37	[303.8, 361.4, 474.8]	[]	Ang	
8Cu	211	OH	0.17	[78.8, 242.2, 391.2, 520.9, 649.0, 3703.8]	[]	Ang	
8Cu	211	HCOO	-1.25	[18.1, 71.3, 100.2, 261.2, 295.6, 328.1, 729.4, 986.6, 1291.7, 1326.2, 1520.8, 2922.6]	[]	Ang	
8Cu	211	#C	2.21	[407.5, 482.7, 546.8]	[]	Ang	
8Cu	211	H2COO	0.06	[116.7, 174.4, 243.2, 274.9, 334.9, 344.6, 571.0, 879.0, 964.8, 1070.4, 1188.2, 1320.9, 1445.3, 2866.3, 2901.8]	[]	Ang	
8Cu	211	H2COOH	-0.68	[40.1, 66.4, 80.4, 134.3, 224.0, 318.6, 384.9, 494.9, 641.0, 1063.3, 1069.0, 1191.6, 1243.1, 1337.5, 1476.9, 2831.6, 2880.4, 3655.6]	[]	Ang	
8Cu	211	HCOOH	-1.06	[12, 17.6, 98.1, 121.4, 202.9, 217.1, 645.0, 721.3, 973.1, 1127.1, 1280.6, 1345.0, 1628.5, 3008.6, 3092.6]	[]	Ang	
8Cu	211	H2CO-OH	-0.01	[12, 12, 49.6, 85.9, 115.5, 192.9, 217.9, 284.5, 354.7, 503.9, 580.3, 1057.1, 1214.5, 1453.8, 1594.4, 2870.3, 3001.0, 3724.1]	[]	Ang	
8Cu	211	HCO-OH	0.49	[12.0, 174.8, 209.9, 279.3, 389.5, 518.0, 819.4, 948.1, 1731.9]	[]	Ang	
8Cu	211	HCOO-H	-0.37	[12, 25.2, 40.7, 81.1, 196.5, 260.3, 288.3, 644.5, 756.3, 824.0, 977.7, 1276.8, 1319.8, 1532.3, 2890.0]	[]	Ang	
8Cu	211	H-HCOOH	0.22	[12, 12, 52.3, 74.2, 107.3, 139.0, 423.4, 479.1, 565.9, 648.9, 835.0, 1101.5, 1157.3, 1290.3, 1501.1, 1599.7, 2887.4, 3648.5]	[]	Ang	
8Cu	211	CO-O	0.90	[12, 12, 74.6, 163.6, 251.6, 253.7, 337.9, 520.5, 1955.9]	[]	Ang	
8Cu	211	H-CO	0.65	[12, 12, 66.8, 232.0, 283.6, 348.8, 831.7, 1404.9, 1813.6]	[]	Ang	
8Cu	211	H-CHO	0.66	[12, 12, 152.9, 170.3, 264.5, 448.1, 698.2, 776.7, 1201.2, 1326.3, 1426.9, 2849.1]	[]	Ang	
8Cu	211	H-CH2O	0.10	[12, 12, 66.8, 90.7, 153.7, 248.7, 460.6, 637.8, 1000.0, 1135.8, 1321.9, 1475.1, 1615.1, 2665.4, 2963.4]	[]	Ang	
8Cu	211	CH3O-H	-0.58	[12, 37.8, 78.7, 105.3, 145.3, 210.8, 302.6, 579.4, 882.8, 960.3, 1105.6, 1121.8, 1401.7, 1437.7, 1442.1, 2914.6, 2985.0, 2989.9]	[]	Ang	
8Cu	211	CH3-O	0.56	[12, 51.6, 91.0, 113.7, 252.2, 328.9, 406.7, 696.0, 760.7, 1067.0, 1349.5, 1397.2, 2849.8, 3101.6, 3186.6]	[]	Ang	
8Cu	211	CH2O-H	0.74	[12, 66.7, 120.9, 179.4, 298.2, 383.5, 527.3, 636.7, 822.4, 977.6, 1113.3, 1142.3, 1409.8, 2892.0, 2973.3]	[]	Ang	
8Cu	211	#H-CH2OH	0.14	[12, 12, 59.7, 98.2, 168.1, 251.8, 337.7, 564.5, 628.4, 889.9, 1053.6, 1126.7, 1239.1, 1407.6, 1627.6, 2907.4, 3035.7, 3685.6]	[]	Ang	
8Cu	211	O-H	2.25	[12, 216.7, 348.5, 454.9, 838.3, 1173.0]	[]	Ang	 
8Cu	211	H-OH	1.08	[12, 12, 103.6, 329.9, 436.5, 553.5, 595.0, 939.6, 3689.2]	[]	Ang	
8Cu	211	CHO-H	0.56	[12, 12, 116.0, 189.7, 293.7, 447.2, 554.2, 771.4, 844.4, 1280.8, 1459.1, 2769.6]	[]	Ang	
8Cu	211	CH3-H	-1.13	[12, 12, 67.6, 126.9, 367.4, 384.6, 684.4, 766.7, 1113.0, 1369.9, 1405.1, 1605.0, 2952.5, 3054.9, 3089.5]	[]	Ang	
8Cu	211	CH-OH	0.92	[]	[]	Ang	
8Cu	211	CH2-H	-0.22	[12, 210.3, 309.5, 451.4, 466.4, 548.9, 750.3, 892.7, 1313.4, 1449.3, 2843.0, 2946.6]	[]	Ang	
8Cu	211	CO-OH	0.19	[12, 12, 85.1, 138.7, 233.5, 315.5, 328.1, 470.3, 612.0, 927.2, 1829.1, 3623.0]	[]	Ang	
8Cu	211	#CH3-OH	-0.15	[12, 12, 12, 48.2, 56.0, 216.6, 329.8, 365.1, 401.5, 519.9, 608.7, 681.6, 1356.0, 1371.2, 3046.0, 3220.1, 3246.3, 3650.8]	[]	Ang	
8Cu	211	#H-CHOH	1.17	[12, 12, 96.0, 210.8, 324.6, 448.3, 524.0, 613.0, 759.9, 1034.1, 1119.0, 1175.3, 1356.6, 2927.4, 3548.7]	[]	Ang	
8Cu	211	#CH2-OH	-0.11	[12, 71.3, 109.1, 176.2, 308.0, 422.9, 444.4, 505.4, 687.8, 747.8, 868.0, 1342.6, 2943.6, 3040.2, 3685.1]	[]	Ang	
8Cu	211	#CH-H	1.22	[12, 363.3, 429.5, 484.3, 694.9, 883.0, 1035.2, 1282.6, 3003.3]	[]	Ang	
8Cu	211	CO2-H	1.17	[12.0, 131.3, 156.9, 185.7, 226.7, 443.2, 578.8, 604.6, 641.3, 1069.5, 1370.5, 1865.9]	[]	Ang	
8Cu	211	H-CO2	0.38	[12.0, 12.0, 12.0, 65.0, 174.3, 232.8, 373.2, 552.8, 733.0, 1077.8, 1342.9, 2100.9]	[]	Ang	
Cu211	211	O	0.83	[74.3, 477.3, 479.1]	[]	Calculated	
Cu211	211	H	-0.06	[237.3, 978.3, 1005.8]	[]	Calculated	
Cu211	211	CHOH	-0.17	[12.0, 189.7, 245.3, 291.1, 384.7, 421.1, 840.9, 1117.4, 1211.6, 1454.1, 2989.4, 3634.1]	[]	Calculated	
Cu211	211	H2COOH	-1.01	[12.0, 162.1, 170.6, 249.2, 311.3, 335.6, 498.0, 587.4, 803.2, 1012.2, 1067.8, 1201.0, 1306.2, 1368.6, 1487.9, 2957.8, 2987.5, 3700.7]	[]	Calculated	
Cu211	211	CO2	-0.81	[12.0, 12.0, 77.1, 215.4, 267.9, 636.3, 658.2, 1328.3, 2349.1]	[]	Calculated	
Cu211	211	CO	-0.66	[225.9, 269.6, 319.5, 362.3, 402.1, 1881.4]	[]	Calculated	
Cu211	211	COH	0.62	[12.0, 186.3, 215.8, 261.5, 367.0, 413.5, 1030.9, 1213.2, 3537.8]	[]	Calculated	
Cu211	211	HCOOH	-0.59	[101.1, 109.5, 142.0, 183.0, 214.8, 228.0, 651.1, 748.9, 1021.9, 1118.6, 1303.7, 1372.7, 1697.8, 3018.4, 3328.8]	[]	Calculated	
Cu211	211	CH3O	-1.85	[76.0, 133.0, 156.9, 253.9, 373.4, 390.4, 977.1, 1141.0, 1147.8, 1451.1, 1465.4, 1470.6, 2963.3, 3029.7, 3036.4]	[]	Calculated	
Cu211	211	H2O	-0.26	[12.0, 154.6, 192.0, 195.1, 205.3, 371.9, 1596.9, 3670.6, 3802.9]	[]	Calculated	
Cu211	211	COOH	-0.54	[159.4, 167.9, 216.6, 271.0, 296.0, 385.2, 668.4, 703.1, 1120.6, 1274.1, 1478.5, 3509.6]	[]	Calculated	
Cu211	211	CH2OH	-0.89	[12.0, 128.6, 176.0, 267.6, 318.2, 524.3, 640.2, 798.6, 1071.6, 1221.8, 1307.7, 1524.5, 3035.7, 3077.5, 3693.7]	[]	Calculated	
Cu211	211	HCOO	-1.35	[166.0, 200.5, 253.6, 287.2, 301.2, 342.4, 748.0, 994.7, 1308.9, 1345.8, 1498.8, 2977.7]	[]	Calculated	
Cu211	211	CHO	-0.29	[165.7, 193.0, 341.1, 366.7, 604.3, 800.9, 1223.3, 1504.4, 2931.3]	[]	Calculated	
Cu211	211	CH2O	-0.67	[12.0, 117.2, 232.8, 312.3, 402.0, 470.1, 958.8, 1177.4, 1295.8, 1486.0, 2867.5, 2940.5]	[]	Calculated	
Cu211	211	CH3OH	-1.99	[12.0, 12.0, 100.3, 137.1, 188.5, 219.1, 531.8, 950.3, 1077.5, 1153.9, 1348.8, 1450.3, 1482.2, 1487.4, 3002.4, 3074.2, 3123.7, 3638.2]	[]	Calculated	
Cu211	211	OH	-0.12	[153.4, 314.4, 348.8, 649.5, 677.8, 3708.5]	[]	Calculated	
Cu211	211	H-HCOOH	-0.03	[12.0, 12.0, 12.0, 81.5, 192.1, 265.8, 367.5, 490.0, 581.2, 877.6, 998.5, 1038.2, 1207.7, 1260.7, 1311.5, 1417.7, 2991.5, 3537.3]	[]	Calculated	
Cu211	211	CO-OH	-0.23	[12.0, 82.5, 178.5, 209.7, 278.1, 327.3, 352.6, 464.5, 596.5, 772.4, 1961.5, 3662.2]	[]	Calculated	
Cu211	211	CO-O	0.82	[12.0, 89.9, 135.6, 202.9, 269.7, 335.0, 385.9, 558.6, 1971.2]	[]	Calculated	
Cu211	211	H2CO-OH	-0.7	[12.0, 12.0, 12.0, 98.2, 198.0, 227.0, 292.0, 437.0, 464.8, 605.1, 890.2, 1121.4, 1212.5, 1438.6, 1602.2, 2967.1, 3032.2, 3674.4]	[]	Calculated	
Cu211	211	H-OH	1.18	[12.0, 26.0, 88.2, 347.8, 434.7, 667.8, 758.1, 1005.2, 3672.6]	[]	Calculated	
Cu211	211	O-H	1.8	[12.0, 12.0, 265.8, 423.9, 454.7, 1803.0]	[]	Calculated	
Cu211	211	HCOO-H	-0.35	[12.0, 12.0, 12.0, 100.6, 260.6, 281.2, 330.6, 677.4, 753.2, 995.2, 1027.0, 1304.4, 1314.3, 1559.5, 3029.2]	[]	Calculated	
Cu211	211	CO-H	1.28	[]	[]	Calculated	
Cu211	211	H-CHO	0.1	[12.0, 75.5, 215.6, 229.8, 284.4, 350.5, 587.2, 805.1, 940.7, 1151.5, 1747.6, 2854.7]	[]	Calculated	
Cu211	211	H-CO	0.09	[12.0, 120.4, 196.6, 227.6, 263.0, 416.0, 548.2, 1670.7, 1822.9]	[]	Calculated	
Cu211	211	H-CH2O	-0.43	[12.0, 12.0, 146.3, 170.2, 209.1, 332.4, 535.3, 663.5, 1087.1, 1184.7, 1339.0, 1514.0, 1586.9, 2927.7, 2982.4]	[]	Calculated	
Cu211	211	H-CO2	-0.07	[12.0, 12.0, 116.6, 131.3, 207.8, 312.2, 687.1, 990.5, 1064.8, 1340.8, 1703.0, 2893.9]	[]	Calculated	
Cu211	211	HCO-OH	0.2	[12.0, 174.8, 209.9, 279.3, 389.5, 518.0, 819.4, 948.1, 1731.9]	[]	Calculated	
Cu211	211	CH3O-H	-0.33	[12.0, 56.2, 91.4, 126.6, 198.9, 227.4, 288.5, 568.2, 836.9, 998.3, 1126.0, 1145.8, 1397.2, 1467.2, 1480.0, 2950.9, 2976.1, 2996.4]	[]	Calculated	
Cu211	211	H-CH2OH	0.41	[12.0, 55.3, 124.8, 182.5, 242.9, 279.8, 421.4, 548.2, 831.8, 932.8, 1066.7, 1110.5, 1150.8, 1351.9, 1472.5, 3092.0, 3190.2, 3629.5]	[]	Calculated	
Cu211	211	CO2-H	1.37	[12.0, 57.8, 129.3, 132.9, 153.4, 249.8, 445.4, 521.2, 600.2, 760.2, 1192.2, 1942.2]	[]	Calculated	
Cu211	211	CHO-H	0.89	[12.0, 12.0, 135.9, 159.1, 269.1, 395.2, 465.2, 775.9, 933.8, 1263.1, 1528.3, 2867.7]	[]	Calculated	
Cu211	211	H-CHOH	0.09	[12.0, 106.4, 155.9, 288.2, 305.6, 444.5, 547.3, 592.3, 980.5, 1074.2, 1202.8, 1373.5, 1895.1, 3023.9, 3629.3]	[]	Calculated	
Cu211	211	C-OH	1.95	[12.0, 101.6, 205.0, 343.3, 382.9, 421.1, 449.2, 612.6, 3665.6]	[]	Calculated	
Cu111	211	O	1.08	[327.4, 389.1, 415.8]	[]	Calculated	
Cu111	211	H	0.05	[514.8, 613.2, 1020.9]	[]	Calculated	
Cu111	211	CHOH	0.33	[12.0, 144.0, 202.0, 314.0, 367.0, 569.0, 761.0, 1044.0, 1203.0, 1426.0, 2983.0, 3650.0]	[]	Calculated	
Cu111	211	H2COOH	-0.77	[12.0, 111.2, 130.2, 159.6, 281.9, 324.7, 394.1, 554.7, 843.4, 1014.2, 1019.6, 1215.4, 1325.5, 1376.0, 1476.3, 2952.3, 3017.3, 3658.8]	[]	Calculated	
Cu111	211	CO2	-0.85	[12.0, 12.0, 86.8, 133.3, 240.2, 630.6, 645.7, 1326.2, 2347.7]	[]	Calculated	
Cu111	211	CH	0.38	[]	[]	Calculated	
Cu111	211	CO	-0.39	[100.9, 266.6, 335.2, 348.1, 356.6, 1788.7]	[]	Calculated	
Cu111	211	HCOOH	-0.47	[12.0, 85.8, 130.8, 155.6, 170.0, 251.1, 655.6, 715.9, 1019.6, 1140.3, 1297.6, 1386.1, 1675.6, 3016.5, 3230.0]	[]	Calculated	
Cu111	211	CH3O	-1.44	[]	[]	Calculated	
Cu111	211	H2O	-0.21	[]	[]	Calculated	
Cu111	211	COOH	-0.06	[12.0, 147.6, 163.4, 290.6, 301.1, 474.8, 639.8, 655.3, 1026.4, 1286.3, 1683.9, 3599.9]	[]	Calculated	
Cu111	211	CH2OH	-0.43	[]	[]	Calculated	
Cu111	211	HCOO	-1.01	[12.0, 12.0, 141.1, 299.1, 325.2, 350.7, 757.3, 979.3, 1286.9, 1343.1, 1486.7, 2986.5]	[]	Calculated	
Cu111	211	CHO	0.23	[]	[]	Calculated	
Cu111	211	CH2O	-0.58	[12.0, 70.1, 99.9, 147.9, 175.0, 228.4, 1153.8, 1237.5, 1491.6, 1698.8, 2904.8, 2976.4]	[]	Calculated	
Cu111	211	CH3OH	-1.81	[]	[]	Calculated	
Cu111	211	CH2	-0.39	[]	[]	Calculated	
Cu111	211	CH3	-1.5	[]	[]	Calculated	
Cu111	211	OH	0.34	[181.1, 220.2, 307.4, 436.9, 439.0, 3713.3]	[]	Calculated	
Cu111	211	H-HCOOH	0.18	[12.0, 80.2, 125.0, 179.2, 234.7, 300.6, 448.8, 506.3, 595.6, 947.8, 991.0, 1006.6, 1162.1, 1281.0, 1331.4, 1509.9, 2940.1, 3676.9]	[]	Calculated	
Cu111	211	CH3-H	-0.89	[]	[]	Calculated	
Cu111	211	CO-OH	0.19	[12.0, 121.0, 189.0, 251.7, 275.6, 319.5, 353.6, 483.1, 552.8, 763.4, 1956.2, 3657.6]	[]	Calculated	
Cu111	211	H2CO-OH	-0.26	[]	[]	Calculated	
Cu111	211	O-H	2.09	[12.0, 194.9, 385.5, 622.1, 944.4, 1551.3]	[]	Calculated	
Cu111	211	HCOO-H	-0.05	[12.0, 118.1, 136.9, 170.2, 216.1, 302.9, 343.2, 524.4, 749.8, 978.5, 1224.7, 1323.4, 1532.7, 2041.4, 2933.1]	[]	Calculated	
Cu111	211	H-CHO	0.75	[]	[]	Calculated	
Cu111	211	H-CO	0.52	[]	[]	Calculated	
Cu111	211	H-CH2O	0.11	[12.0, 103.4, 177.2, 196.5, 294.6, 365.3, 524.9, 832.0, 1021.6, 1189.3, 1305.3, 1485.9, 1599.2, 2950.6, 3023.6]	[]	Calculated	
Cu111	211	H-CO2	0.19	[12.0, 12.0, 12.0, 65.0, 174.3, 232.8, 373.2, 552.8, 733.0, 1077.8, 1342.9, 2100.9]	[]	Calculated	
Cu111	211	HCO-OH	0.74	[]	[]	Calculated	
Cu111	211	CH-H	0.9	[]	[]	Calculated	
Cu111	211	CH3O-H	-0.36	[]	[]	Calculated	
Cu111	211	H-CH2OH	0.19	[12.0, 12.0, 103.7, 147.7, 235.1, 355.0, 444.8, 646.8, 811.1, 1029.2, 1106.1, 1223.6, 1357.2, 1439.6, 1560.3, 3013.4, 3114.0, 3637.9]	[]	Calculated	
Cu111	211	CO2-H	1.3	[12.0, 131.3, 156.9, 185.7, 226.7, 443.2, 578.8, 604.6, 641.3, 1069.5, 1370.5, 1865.9]	[]	Calculated	
Cu111	211	CH-OH	1.5	[]	[]	Calculated	
Cu111	211	CHO-H	0.98	[]	[]	Calculated	
Cu111	211	CH2-H	0.17	[]	[]	Calculated	
Cu111	211	H-CHOH	1.03	[12.0, 124.4, 203.6, 238.9, 297.8, 402.1, 523.3, 725.9, 940.1, 998.3, 1228.7, 1293.2, 1470.6, 2998.9, 3657.4]	[]	Calculated	
Cu111	211	CO-O	1.07	[12.0, 12.0, 172.2, 259.1, 301.8, 340.9, 382.0, 496.8, 1999.7]	[]	Calculated	
Cu111	211	H-OH	1.34	[]	[]	Calculated	
None	gas	CH3OH	-1.53	[3739, 3077, 3013, 2975, 1496, 1487, 1459, 1365, 1160, 1066, 1028, 397]	[]	Calculated	
None	gas	H2O	0.0	[3657.0, 1595.0, 3756.0]	[]	Calculated	
None	gas	H2	0.0	[4401.0]	[]	Calculated	
None	gas	CO	0.0	[2170.0]	[]	Calculated	
None	gas	CO2	-0.29	[125.2, 138.1, 650.1, 650.4, 1336.5, 2363.7]	[]	Calculated	
None	gas	CH4	-2.8	[2917.0, 1534.0, 1534.0, 3019.0, 3019.0, 3019.0, 1306.0, 1306.0, 1306.0]	[]	Calculated	
None	gas	CH2CH2	-3.2	[12, 12, 12, 12, 12, 0.4, 768.8, 904.4, 909.5, 1011.5, 1190.2, 1339.4, 1415.6, 1635.7, 3117.1, 3132.1, 3195.0, 3223.5]	[]	Calculated	
None	gas	CC	0.1	[1951.5]	[]	Calculated	
Cu	211	O	1.12	[74.3, 477.3, 479.1]	[]	Calculated	
Pt	211	COOH	-1.15	[159.4, 167.9, 216.6, 271.0, 296.0, 385.2, 668.4, 703.1, 1120.6, 1274.1, 1478.5, 3509.6]	[]	Calculated	
Cu	211	H	-0.06	[237.3, 978.3, 1005.8]	[]	Calculated	
Pt	211	CO2	-0.86	[12.0, 12.0, 77.1, 215.4, 267.9, 636.3, 658.2, 1328.3, 2349.1]	[]	Calculated	
Ag	211	CHO	0.27	[165.7, 193.0, 341.1, 366.7, 604.3, 800.9, 1223.3, 1504.4, 2931.3]	[]	Calculated	
Rh	211	CH2O	-1.42	[12.0, 117.2, 232.8, 312.3, 402.0, 470.1, 958.8, 1177.4, 1295.8, 1486.0, 2867.5, 2940.5]	[]	Calculated	
Pt	211	CH2OH	-1.68	[12.0, 128.6, 176.0, 267.6, 318.2, 524.3, 640.2, 798.6, 1071.6, 1221.8, 1307.7, 1524.5, 3035.7, 3077.5, 3693.7]	[]	Calculated	
Rh	211	CHOH	-1.4	[12.0, 189.7, 245.3, 291.1, 384.7, 421.1, 840.9, 1117.4, 1211.6, 1454.1, 2989.4, 3634.1]	[]	Calculated	
Pt	211	HCOO	-1.12	[166.0, 200.5, 253.6, 287.2, 301.2, 342.4, 748.0, 994.7, 1308.9, 1345.8, 1498.8, 2977.7]	[]	Calculated	
Ag	211	CO	-0.08	[225.9, 269.6, 319.5, 362.3, 402.1, 1881.4]	[]	Calculated	
Pd	211	CHOH	-1.21	[12.0, 189.7, 245.3, 291.1, 384.7, 421.1, 840.9, 1117.4, 1211.6, 1454.1, 2989.4, 3634.1]	[]	Calculated	
Pt	211	CH3O	-1.44	[76.0, 133.0, 156.9, 253.9, 373.4, 390.4, 977.1, 1141.0, 1147.8, 1451.1, 1465.4, 1470.6, 2963.3, 3029.7, 3036.4]	[]	Calculated	
Ag	211	CH2OH	-0.43	[12.0, 128.6, 176.0, 267.6, 318.2, 524.3, 640.2, 798.6, 1071.6, 1221.8, 1307.7, 1524.5, 3035.7, 3077.5, 3693.7]	[]	Calculated	
Pt	211	CHOH	-1.6	[12.0, 189.7, 245.3, 291.1, 384.7, 421.1, 840.9, 1117.4, 1211.6, 1454.1, 2989.4, 3634.1]	[]	Calculated	
Cu	211	CHOH	-0.17	[12.0, 189.7, 245.3, 291.1, 384.7, 421.1, 840.9, 1117.4, 1211.6, 1454.1, 2989.4, 3634.1]	[]	Calculated	
Pd	211	CH3O	-1.36	[76.0, 133.0, 156.9, 253.9, 373.4, 390.4, 977.1, 1141.0, 1147.8, 1451.1, 1465.4, 1470.6, 2963.3, 3029.7, 3036.4]	[]	Calculated	
Pt	211	H2O	-0.2	[12.0, 154.6, 192.0, 195.1, 205.3, 371.9, 1596.9, 3670.6, 3802.9]	[]	Calculated	
Pt	211	COH	-1.15	[12.0, 186.3, 215.8, 261.5, 367.0, 413.5, 1030.9, 1213.2, 3537.8]	[]	Calculated	
Cu	211	H2COOH	-1.01	[12.0, 162.1, 170.6, 249.2, 311.3, 335.6, 498.0, 587.4, 803.2, 1012.2, 1067.8, 1201.0, 1306.2, 1368.6, 1487.9, 2957.8, 2987.5, 3700.7]	[]	Calculated	
Pd	211	CH3OH	-2.0	[12.0, 12.0, 100.3, 137.1, 188.5, 219.1, 531.8, 950.3, 1077.5, 1153.9, 1348.8, 1450.3, 1482.2, 1487.4, 3002.4, 3074.2, 3123.7, 3638.2]	[]	Calculated	
Pd	211	H2COOH	-0.53	[12.0, 162.1, 170.6, 249.2, 311.3, 335.6, 498.0, 587.4, 803.2, 1012.2, 1067.8, 1201.0, 1306.2, 1368.6, 1487.9, 2957.8, 2987.5, 3700.7]	[]	Calculated	
Rh	211	HCOO	-1.53	[166.0, 200.5, 253.6, 287.2, 301.2, 342.4, 748.0, 994.7, 1308.9, 1345.8, 1498.8, 2977.7]	[]	Calculated	
Ag	211	H2O	-0.19	[12.0, 154.6, 192.0, 195.1, 205.3, 371.9, 1596.9, 3670.6, 3802.9]	[]	Calculated	
Rh	211	CHO	-1.36	[165.7, 193.0, 341.1, 366.7, 604.3, 800.9, 1223.3, 1504.4, 2931.3]	[]	Calculated	
