3.0,3.0,0,292.225475361691588098355760818025131630975807933262049493488512996306709591740414379439744476536950973239073679696290751111613654852479411086534770794824957863843247455796866997417206494924559631248778008916055358805032404415076272424286363519120326054424053826895339308996580723854189483866118781216980026610629119392843110573808113156236822229179610929672423682379172092986611853392370673703846080939540247146970973842865924217093926367713610691086421265870554325668774119940671219674035676669822392760565691289428263453648
3.0,3.0,1,0.0
3.0,3.0,2,0.0
3.0,3.0,3,0.0
3.0,3.0,4,0.0
3.0,3.0,5,0.0
3.0,3.0,6,0.0
3.0,3.0,7,0.0
3.0,3.0,8,0.0
3.0,3.0,9,0.0
