surface_name	site_name	species_name	formation_energy	frequencies	other_parameters	reference	
Pt	111	CH3CO	-3.53	[12.0, 123.0, 156.0, 228.0, 286.0, 402.0, 469.0, 676.0, 945.0, 1012.0, 1091.0, 1407.0, 1435.0, 1454.0, 1575.0, 3053.0, 3076.0, 3126.0]	[]	Calculated Zhao	
Ag	111	CHO	0.58	[12.0, 72.0, 206.0, 336.0, 452.0, 660.0, 1238.0, 1262.0, 2832.0]	[]	Calculated Zhao	
Ir	111	CHCO	-2.51	[12.0, 195.0, 261.0, 342.0, 401.0, 522.0, 572.0, 755.0, 933.0, 1090.0, 1712.0, 3004.0]	[]	Calculated Zhao	
Cu	111	CH2CO	-1.28	[12.0, 142.0, 169.0, 291.0, 350.0, 435.0, 565.0, 621.0, 871.0, 930.0, 1035.0, 1295.0, 1674.0, 2998.0, 3071.0]	[]	Calculated Zhao	
Ir	111	CH3CH2OH	-4.2	[12.0, 12.0, 12.0, 12.0, 42.0, 255.0, 324.0, 421.0, 479.0, 732.0, 867.0, 1009.0, 1087.0, 1136.0, 1254.0, 1264.0, 1394.0, 1419.0, 1432.0, 1462.0, 1491.0, 2887.0, 2966.0, 2984.0, 3029.0, 3146.0, 3726.0]	[]	Calculated Zhao	
Pt	111	CH3CHO	-2.99	[12.0, 61.0, 93.0, 134.0, 227.0, 361.0, 430.0, 516.0, 737.0, 928.0, 1037.0, 1062.0, 1128.0, 1287.0, 1321.0, 1408.0, 1443.0, 2933.0, 2974.0, 3000.0, 3063.0]	[]	Calculated Zhao	
Cu	111	CH	0.35	[413.0, 437.0, 487.0, 710.0, 735.0, 3045.0]	[]	Calculated Zhao	
Cu	111	C	1.76	[]	[]	Calculated Zhao	
Pd	111	CHCO	-2.14	[12.0, 195.0, 261.0, 342.0, 401.0, 522.0, 572.0, 755.0, 933.0, 1090.0, 1712.0, 3004.0]	[]	Calculated Zhao	
Pd	111	CHO	-0.93	[12.0, 72.0, 206.0, 336.0, 452.0, 660.0, 1238.0, 1262.0, 2832.0]	[]	Calculated Zhao	
Ag	111	OH	0.68	[12.0, 341.0, 396.0, 670.0, 718.0, 3682.0]	[]	Calculated Zhao	
Pt	111	C	-0.46	[]	[]	Calculated Zhao	
Ir	111	CH	-1.86	[413.0, 437.0, 487.0, 710.0, 735.0, 3045.0]	[]	Calculated Zhao	
Pd	111	H	-0.43	[463.0, 716.0, 982.0]	[]	Calculated Zhao	
Pd	111	CH3CHO	-3.17	[12.0, 61.0, 93.0, 134.0, 227.0, 361.0, 430.0, 516.0, 737.0, 928.0, 1037.0, 1062.0, 1128.0, 1287.0, 1321.0, 1408.0, 1443.0, 2933.0, 2974.0, 3000.0, 3063.0]	[]	Calculated Zhao	
Pt	111	OH	0.98	[12.0, 341.0, 396.0, 670.0, 718.0, 3682.0]	[]	Calculated Zhao	
Ag	111	CO	-0.1	[60.0, 231.0, 256.0, 303.0, 470.0, 1747.0]	[]	Calculated Zhao	
Pt	111	CH3CH2OH	-4.15	[12.0, 12.0, 12.0, 12.0, 42.0, 255.0, 324.0, 421.0, 479.0, 732.0, 867.0, 1009.0, 1087.0, 1136.0, 1254.0, 1264.0, 1394.0, 1419.0, 1432.0, 1462.0, 1491.0, 2887.0, 2966.0, 2984.0, 3029.0, 3146.0, 3726.0]	[]	Calculated Zhao	
Ag	111	CH2	0.39	[12.0, 306.0, 382.0, 468.0, 663.0, 790.0, 1356.0, 2737.0, 3004.0]	[]	Calculated Zhao	
Ir	111	H-CH2CO	-2.27	[12.0, 123.0, 221.0, 245.0, 344.0, 383.0, 484.0, 602.0, 863.0, 994.0, 1030.0, 1088.0, 1332.0, 1433.0, 1684.0, 3026.0, 3087.0]	[]	Calculated Zhao	
Cu	111	H-CO	0.5	[71.0, 197.0, 315.0, 376.0, 537.0, 1047.0, 1445.0, 2114.0]	[]	Calculated Zhao	
Ag	111	CH-CO	1.74	[12.0, 12.0, 150.0, 347.0, 373.0, 460.0, 580.0, 767.0, 961.0, 1607.0, 3001.0]	[]	Calculated Zhao	
Ir	111	CH2-H	-1.63	[12.0, 234.0, 339.0, 527.0, 615.0, 828.0, 969.0, 1378.0, 1913.0, 2972.0, 3028.0]	[]	Calculated Zhao	
Pd	111	H-CO	-0.81	[71.0, 197.0, 315.0, 376.0, 537.0, 1047.0, 1445.0, 2114.0]	[]	Calculated Zhao	
Cu	111	H-CH2CO	-0.67	[12.0, 123.0, 221.0, 245.0, 344.0, 383.0, 484.0, 602.0, 863.0, 994.0, 1030.0, 1088.0, 1332.0, 1433.0, 1684.0, 3026.0, 3087.0]	[]	Calculated Zhao	
Ir	111	H-CO	-0.65	[71.0, 197.0, 315.0, 376.0, 537.0, 1047.0, 1445.0, 2114.0]	[]	Calculated Zhao	
Pt	111	H-CO	-0.62	[71.0, 197.0, 315.0, 376.0, 537.0, 1047.0, 1445.0, 2114.0]	[]	Calculated Zhao	
Cu	111	H-CH3CO	-1.9	[12.0, 12.0, 12.0, 106.0, 310.0, 367.0, 484.0, 656.0, 750.0, 963.0, 996.0, 1071.0, 1311.0, 1390.0, 1424.0, 1434.0, 1597.0, 2970.0, 2997.0, 3104.0]	[]	Calculated Zhao	
Pt	111	CH-H	-1.15	[270.0, 369.0, 382.0, 566.0, 681.0, 955.0, 1998.0, 3025.0]	[]	Calculated Zhao	
Ir	111	H-CHCO	-2.23	[104.0, 170.0, 250.0, 276.0, 322.0, 484.0, 565.0, 641.0, 863.0, 947.0, 1089.0, 1670.0, 1876.0, 3058.0]	[]	Calculated Zhao	
Pd	111	H-CH3CO	-2.86	[12.0, 12.0, 12.0, 106.0, 310.0, 367.0, 484.0, 656.0, 750.0, 963.0, 996.0, 1071.0, 1311.0, 1390.0, 1424.0, 1434.0, 1597.0, 2970.0, 2997.0, 3104.0]	[]	Calculated Zhao	
Ag	111	H-CHCO	0.07	[104.0, 170.0, 250.0, 276.0, 322.0, 484.0, 565.0, 641.0, 863.0, 947.0, 1089.0, 1670.0, 1876.0, 3058.0]	[]	Calculated Zhao	
Cu	111	HCO-H	0.95	[137.0, 231.0, 290.0, 327.0, 493.0, 594.0, 680.0, 911.0, 1105.0, 1166.0, 2929.0]	[]	Calculated Zhao	
Cu	111	CH-H	0.86	[270.0, 369.0, 382.0, 566.0, 681.0, 955.0, 1998.0, 3025.0]	[]	Calculated Zhao	
Cu	111	CH3CHOH-H	-2.23	[12.0, 35.0, 108.0, 137.0, 183.0, 249.0, 400.0, 460.0, 516.0, 598.0, 820.0, 924.0, 1014.0, 1096.0, 1167.0, 1240.0, 1354.0, 1385.0, 1436.0, 1485.0, 1652.0, 2967.0, 3012.0, 3039.0, 3102.0, 3525.0]	[]	Calculated Zhao	
Pt	111	H-CH2CO	-1.73	[12.0, 123.0, 221.0, 245.0, 344.0, 383.0, 484.0, 602.0, 863.0, 994.0, 1030.0, 1088.0, 1332.0, 1433.0, 1684.0, 3026.0, 3087.0]	[]	Calculated Zhao	
Cu	111	CH3CHO-H	-1.91	[12.0, 45.0, 123.0, 183.0, 208.0, 232.0, 385.0, 511.0, 578.0, 810.0, 900.0, 999.0, 1054.0, 1084.0, 1129.0, 1316.0, 1335.0, 1424.0, 1453.0, 2906.0, 2945.0, 2984.0, 3054.0]	[]	Calculated Zhao	
Ir	111	H-OH	0.71	[12.0, 273.0, 312.0, 399.0, 695.0, 831.0, 1111.0, 3615.0]	[]	Calculated Zhao	
Pd	111	CH-H	-0.84	[270.0, 369.0, 382.0, 566.0, 681.0, 955.0, 1998.0, 3025.0]	[]	Calculated Zhao	
Ir	111	CH-H	-1.59	[270.0, 369.0, 382.0, 566.0, 681.0, 955.0, 1998.0, 3025.0]	[]	Calculated Zhao	
Pt	111	HCO-H	-0.88	[137.0, 231.0, 290.0, 327.0, 493.0, 594.0, 680.0, 911.0, 1105.0, 1166.0, 2929.0]	[]	Calculated Zhao	
Pt	111	H-CH3CO	-2.72	[12.0, 12.0, 12.0, 106.0, 310.0, 367.0, 484.0, 656.0, 750.0, 963.0, 996.0, 1071.0, 1311.0, 1390.0, 1424.0, 1434.0, 1597.0, 2970.0, 2997.0, 3104.0]	[]	Calculated Zhao	
Ir	111	CH3-H	-1.88	[12.0, 12.0, 54.0, 143.0, 435.0, 740.0, 826.0, 1241.0, 1398.0, 1421.0, 1731.0, 2994.0, 3046.0, 3093.0]	[]	Calculated Zhao	
Ir	111	CH3CHO-H	-2.8	[12.0, 45.0, 123.0, 183.0, 208.0, 232.0, 385.0, 511.0, 578.0, 810.0, 900.0, 999.0, 1054.0, 1084.0, 1129.0, 1316.0, 1335.0, 1424.0, 1453.0, 2906.0, 2945.0, 2984.0, 3054.0]	[]	Calculated Zhao	
Ag	111	HCO-H	1.58	[137.0, 231.0, 290.0, 327.0, 493.0, 594.0, 680.0, 911.0, 1105.0, 1166.0, 2929.0]	[]	Calculated Zhao	
Ir	111	H-CH3CO	-2.88	[12.0, 12.0, 12.0, 106.0, 310.0, 367.0, 484.0, 656.0, 750.0, 963.0, 996.0, 1071.0, 1311.0, 1390.0, 1424.0, 1434.0, 1597.0, 2970.0, 2997.0, 3104.0]	[]	Calculated Zhao	
Cu	111	H-CHCO	-0.47	[104.0, 170.0, 250.0, 276.0, 322.0, 484.0, 565.0, 641.0, 863.0, 947.0, 1089.0, 1670.0, 1876.0, 3058.0]	[]	Calculated Zhao	
Pd	111	H-CH2CO	-2.07	[12.0, 123.0, 221.0, 245.0, 344.0, 383.0, 484.0, 602.0, 863.0, 994.0, 1030.0, 1088.0, 1332.0, 1433.0, 1684.0, 3026.0, 3087.0]	[]	Calculated Zhao	
Ag	111	CH-H	2.47	[270.0, 369.0, 382.0, 566.0, 681.0, 955.0, 1998.0, 3025.0]	[]	Calculated Zhao	
Ir	111	CH3CHOH-H	-3.28	[12.0, 35.0, 108.0, 137.0, 183.0, 249.0, 400.0, 460.0, 516.0, 598.0, 820.0, 924.0, 1014.0, 1096.0, 1167.0, 1240.0, 1354.0, 1385.0, 1436.0, 1485.0, 1652.0, 2967.0, 3012.0, 3039.0, 3102.0, 3525.0]	[]	Calculated Zhao	
Cu	111	H-OH	1.33	[12.0, 273.0, 312.0, 399.0, 695.0, 831.0, 1111.0, 3615.0]	[]	Calculated Zhao	
Ag	111	CH3CHOH-H	-1.7	[12.0, 35.0, 108.0, 137.0, 183.0, 249.0, 400.0, 460.0, 516.0, 598.0, 820.0, 924.0, 1014.0, 1096.0, 1167.0, 1240.0, 1354.0, 1385.0, 1436.0, 1485.0, 1652.0, 2967.0, 3012.0, 3039.0, 3102.0, 3525.0]	[]	Calculated Zhao	
Cu	111	CH-CO	0.31	[12.0, 12.0, 150.0, 347.0, 373.0, 460.0, 580.0, 767.0, 961.0, 1607.0, 3001.0]	[]	Calculated Zhao	
Pt	111	H-CHCO	-1.82	[104.0, 170.0, 250.0, 276.0, 322.0, 484.0, 565.0, 641.0, 863.0, 947.0, 1089.0, 1670.0, 1876.0, 3058.0]	[]	Calculated Zhao	
Ag	111	CH3CHO-H	-1.65	[12.0, 45.0, 123.0, 183.0, 208.0, 232.0, 385.0, 511.0, 578.0, 810.0, 900.0, 999.0, 1054.0, 1084.0, 1129.0, 1316.0, 1335.0, 1424.0, 1453.0, 2906.0, 2945.0, 2984.0, 3054.0]	[]	Calculated Zhao	
Pd	111	CH-OH	0.25	[194.0, 314.0, 411.0, 461.0, 643.0, 671.0, 723.0, 755.0, 849.0, 3162.0, 3676.0]	[]	Calculated Zhao	
Pd	111	CH-CO	-1.56	[12.0, 12.0, 150.0, 347.0, 373.0, 460.0, 580.0, 767.0, 961.0, 1607.0, 3001.0]	[]	Calculated Zhao	
Ag	111	CH3-H	-0.28	[12.0, 12.0, 54.0, 143.0, 435.0, 740.0, 826.0, 1241.0, 1398.0, 1421.0, 1731.0, 2994.0, 3046.0, 3093.0]	[]	Calculated Zhao	
Ag	111	H-OH	1.73	[12.0, 273.0, 312.0, 399.0, 695.0, 831.0, 1111.0, 3615.0]	[]	Calculated Zhao	
Pd	111	CH2-H	-1.05	[12.0, 234.0, 339.0, 527.0, 615.0, 828.0, 969.0, 1378.0, 1913.0, 2972.0, 3028.0]	[]	Calculated Zhao	
Pd	111	CH3-H	-1.87	[12.0, 12.0, 54.0, 143.0, 435.0, 740.0, 826.0, 1241.0, 1398.0, 1421.0, 1731.0, 2994.0, 3046.0, 3093.0]	[]	Calculated Zhao	
Ag	111	H-CH2CO	-0.61	[12.0, 123.0, 221.0, 245.0, 344.0, 383.0, 484.0, 602.0, 863.0, 994.0, 1030.0, 1088.0, 1332.0, 1433.0, 1684.0, 3026.0, 3087.0]	[]	Calculated Zhao	
Cu	111	CH3-H	-0.94	[12.0, 12.0, 54.0, 143.0, 435.0, 740.0, 826.0, 1241.0, 1398.0, 1421.0, 1731.0, 2994.0, 3046.0, 3093.0]	[]	Calculated Zhao	
Ag	111	H-CH3CO	-1.32	[12.0, 12.0, 12.0, 106.0, 310.0, 367.0, 484.0, 656.0, 750.0, 963.0, 996.0, 1071.0, 1311.0, 1390.0, 1424.0, 1434.0, 1597.0, 2970.0, 2997.0, 3104.0]	[]	Calculated Zhao	
Pd	111	H-CHCO	-1.61	[104.0, 170.0, 250.0, 276.0, 322.0, 484.0, 565.0, 641.0, 863.0, 947.0, 1089.0, 1670.0, 1876.0, 3058.0]	[]	Calculated Zhao	
Pt	111	CH-OH	0.11	[194.0, 314.0, 411.0, 461.0, 643.0, 671.0, 723.0, 755.0, 849.0, 3162.0, 3676.0]	[]	Calculated Zhao	
Pt	111	CH-CO	-1.42	[12.0, 12.0, 150.0, 347.0, 373.0, 460.0, 580.0, 767.0, 961.0, 1607.0, 3001.0]	[]	Calculated Zhao	
Ir	111	CH-CO	-1.91	[12.0, 12.0, 150.0, 347.0, 373.0, 460.0, 580.0, 767.0, 961.0, 1607.0, 3001.0]	[]	Calculated Zhao	
Pt	111	CH2-H	-1.3	[12.0, 234.0, 339.0, 527.0, 615.0, 828.0, 969.0, 1378.0, 1913.0, 2972.0, 3028.0]	[]	Calculated Zhao	
Pt	111	CH3-H	-1.84	[12.0, 12.0, 54.0, 143.0, 435.0, 740.0, 826.0, 1241.0, 1398.0, 1421.0, 1731.0, 2994.0, 3046.0, 3093.0]	[]	Calculated Zhao	
Ag	111	H-CO	1.0	[71.0, 197.0, 315.0, 376.0, 537.0, 1047.0, 1445.0, 2114.0]	[]	Calculated Zhao	
Pt	111	CH3CHO-H	-2.95	[12.0, 45.0, 123.0, 183.0, 208.0, 232.0, 385.0, 511.0, 578.0, 810.0, 900.0, 999.0, 1054.0, 1084.0, 1129.0, 1316.0, 1335.0, 1424.0, 1453.0, 2906.0, 2945.0, 2984.0, 3054.0]	[]	Calculated Zhao	
Cu	111	CH-OH	1.47	[194.0, 314.0, 411.0, 461.0, 643.0, 671.0, 723.0, 755.0, 849.0, 3162.0, 3676.0]	[]	Calculated Zhao	
Pt	111	H-OH	0.89	[12.0, 273.0, 312.0, 399.0, 695.0, 831.0, 1111.0, 3615.0]	[]	Calculated Zhao	
Pt	111	CH3CHOH-H	-3.29	[12.0, 35.0, 108.0, 137.0, 183.0, 249.0, 400.0, 460.0, 516.0, 598.0, 820.0, 924.0, 1014.0, 1096.0, 1167.0, 1240.0, 1354.0, 1385.0, 1436.0, 1485.0, 1652.0, 2967.0, 3012.0, 3039.0, 3102.0, 3525.0]	[]	Calculated Zhao	
Ag	111	CH-OH	2.78	[194.0, 314.0, 411.0, 461.0, 643.0, 671.0, 723.0, 755.0, 849.0, 3162.0, 3676.0]	[]	Calculated Zhao	
Ag	111	CH2-H	1.23	[12.0, 234.0, 339.0, 527.0, 615.0, 828.0, 969.0, 1378.0, 1913.0, 2972.0, 3028.0]	[]	Calculated Zhao	
Cu	111	CH2-H	0.13	[12.0, 234.0, 339.0, 527.0, 615.0, 828.0, 969.0, 1378.0, 1913.0, 2972.0, 3028.0]	[]	Calculated Zhao	
Pd	111	CH3CHO-H	-2.76	[12.0, 45.0, 123.0, 183.0, 208.0, 232.0, 385.0, 511.0, 578.0, 810.0, 900.0, 999.0, 1054.0, 1084.0, 1129.0, 1316.0, 1335.0, 1424.0, 1453.0, 2906.0, 2945.0, 2984.0, 3054.0]	[]	Calculated Zhao	
Pd	111	H-OH	1.01	[12.0, 273.0, 312.0, 399.0, 695.0, 831.0, 1111.0, 3615.0]	[]	Calculated Zhao	
Pd	111	CH3CHOH-H	-3.27	[12.0, 35.0, 108.0, 137.0, 183.0, 249.0, 400.0, 460.0, 516.0, 598.0, 820.0, 924.0, 1014.0, 1096.0, 1167.0, 1240.0, 1354.0, 1385.0, 1436.0, 1485.0, 1652.0, 2967.0, 3012.0, 3039.0, 3102.0, 3525.0]	[]	Calculated Zhao	
Ir	111	CH-OH	-0.52	[194.0, 314.0, 411.0, 461.0, 643.0, 671.0, 723.0, 755.0, 849.0, 3162.0, 3676.0]	[]	Calculated Zhao	
