1.2222222222222223,4.0,0,490938113.06585743467286869491072952428262602388623088152665923450516555671830642487729003837477757903046740414985262667377074069580116346836256672084698724598090490923206504524797357571427052402003593100480752621087848904290035219285833842929358146550232616464093817973223568098143712935201940455592617472073368877262231282804330520335666648487516831348480977911046819576726945821935024656745718912322214884999683274689845773
1.2222222222222223,4.0,1,122734528.26646435851875006454659793212785951699674302378532593186916382757669469106460626493046360363933914223698456563483504924684338289694325898363780821831525992968691398702228935641938043063539683428135838546324597770950061546009781238167483008416943421419493421993249403496501211419705575250820980718609728217204107519006703249667840819960240516078688317191505481246546391261935416675035245218117479136527026465747463143
1.2222222222222223,4.0,2,30683632.066616089632899845350855243102446229503092713822060809226276783536113966492757070884368096793370838924409432872581699643058761763463300549067101899565844997434606624516844717786448848583482284759247902386548411101989645424981886101880565825650227766240292606576354699342025359015145641727360338337083098583993598391533291880247481489934678559154490409206975524354911715537080885989806996260747615864851528422804909518
1.2222222222222223,4.0,3,7670908.016654022407816630025509984184647537709717894288126295554848261588687987522513219817352852106145830649943629376587586713097033132525180438632874494566609501554308502578643693393005084345972212096066475757783221054756843623390083165022711866227237500414488129708936469617413152061420052808730142972373206159140905159285690865538334620754550872390785743480960215608550819158718206259173799816383900258978179550668945179
1.2222222222222223,4.0,4,1917727.004163505601588503592644816116389045124558429304882539319206357801013606950618921854303295370950922092228145148961925270588639325716162299204018938738507346359910330933579696366916022113160601275710832842620446885860793640563041588867931608517687511431502060966446434104151422072417744998786933362287337362227453799345397381130605438147497699860213544115007575090567811370461339761897923610566880310517933628934845301
1.2222222222222223,4.0,5,479431.75104087640003122120022515428954559246261868974063215697164046569888061458114314337584986066466570577769320014596088651529534513093511068622279763861881951416129167161776081004119078037643904649942102330748539160240604576174501477887218984818807620656661886949196859216312393018394139446841757926472076059646429194322033047567322880601731503840254653741179944478295806511529155334540189495076598042020354532188208155271
1.2222222222222223,4.0,6,119857.93776021909964190133787804848794095140212860518179983999227155112699078639630502895589877939915335795248316358648806380245919187909971647171794032499490449292218192446781573637693025361892200506174337059304363887065822324038096305295029984095702302747382185770276929396317269364054886847540566979415494251814616273002886351912291166973546063053385770367299880603646962453519583713515153268057513131659113974318606706812
1.2222222222222223,4.0,7,29964.484440054774544571371212769509892950097035391545212180233309651585468496996473672754519779655183508085277451071252331371480275277798823112550753791829431810406729990369962880887413143136774488604359892264049230385999729968542912964265173968693136188164652832389308447892574538521187329719031600477761475949833400588763250284055041541291882779392403441202957043822323698203705287857205037911576194988948571790385656297174
1.2222222222222223,4.0,8,7491.1211100136932702388795472399447857340811054265112769373210225499027811886547711638071411388251299068308773367233529514491644341131657326991704924878340043530642042527275660966025034662239192816512125915633505876192263606013399902075286905137617607028305376401297507069221645421740556656409971301240779862831892783948142523222062098649405111995825264373458184983463417164778041218662094823211631706523625926298075858078218
1.2222222222222223,4.0,9,1872.7802775034229516557566308573177217271809259235112335415850580601227613960343512772630578641394897345361167079890069265723587654172421844397478267117891700192995428528754017248096884799593542569545178895417551483679658168725601093047807385709551823260338265697259973101240537384347443564813556386776487748098764970596612069905612644376748229249616128434865024502199233310962428431569095084543519993141483388628642946495137
