0.0,1.0,1,183182294.89331630406087188545534190442169236296442800443953719492966261016990512675452822081231678431887834525244812534416994360226253690216624560529519965611082150776406405988893362838105234580471351087768139227983387567393006368472974635272663802310897958967324658365285195,183182294.89331630406087188545534190442169236296442836623412039906322301971189882809565048089469013898543147177045342988271603198348326414602397893735298947279846179893948858184745109744953521834860249199767611013623391277598418285006224520783627729514144619854398245705453853
0.0,1.0,2,31854641315.780932876933873552430772965298392352893305619795542014275334162812472327297098879336372184374158665866554414373725358287153628410700728053624064685607094890968200840408842348502681318888534126417667841094759951731983556328955692687646731123120844348054887396096274,31854641315.780932876933873552430772965298392352893311482020238175089314554265697648085167579903543856668037665307132610956561574950946772194649463868563711159840331965255234532793523098160495720623475978394606440867319481893794702400085069266489243630063067008808812740486835
0.0,1.0,3,77400999.116286601848675531855697729620586800303885830706387686648455277692601271676579078967025128675733683693595739336121050409357132792530145152328319192332990067468914216862708783658612268167544808576114183298774794151881793817884876497983123667868110496531382719398902615,77400999.11628660184867553185569772962058680030389533153853914598817613165294462515863035484635708133780461264771161252945241264516812196154856481122032874642433713610130451255413575570138730648374598399969559994953366394128776019665366067449446752791237847778021781106472217
0.0,1.0,4,93309051.877671621310210493118983251263260501291561106616156362186856674435792762603930649435555353147527161628747663771113926104788490876427043264437807096873713457292382610775973245741250122157936761005294338148660184312637545449338451551780733237329449527580541767911502543,93309051.877671621310210493118983251263260501291572140597425240135210580692388557926346231710593328396328547375169524190890301210649113316062060132563026380017811839662798561127150023957854896812499940815066889484453319979744909197574409967954797025066265203317718915217988466
0.0,1.0,5,89109387.015143893602659888877117335239813459166503561926883898483890300274770517770634189640614519891457838742996179963567259047135466626274929488967435847911802340135864461803139201556665797808314232594779005317068114684652734927877493972902596944621243818762168502177253995,89109387.015143893602659888877117335239813459166514311546204616345190014718510125935687846014630965526026566719729632085921388136362408176679950837762559319786178876457150141596700766711796379023372876546735165313217074141639374521583361518577296260392981598118930800949494514
0.0,1.0,6,85105600.253173956391286626828179322186695030821528733120073126313602292793978924703748139082637314376853691515331220591985480125132826552006013453722987344238589731025719186744586825791229236235595487403911831852565735941415098297329762209609114424003151426300316650761630487,85105600.253173956391286626828179322186695030821539261217590875430516907645641204807251409975201555055645700472058086528221555840939605494549573781430882536750888278373158518778939327819252271175972024978537288193496077185524447045503503723436267624761289549117262130357206513
0.0,1.0,7,74869534.832605698731115105059770101669680671479011454671333093741086683875262700696452883409852479973404926716369438883742851235359374584985917097975624667924456169181861658126585828909276643757114783684905427845241839176515658178882531095781038610514165112620410520486173792,74869534.832605698731115105059770101669680671479021388992251404272553959805690533183884091588982021258354241255069899339639274711742859057665312958153873572954979468345382968803268571319434400404146313075123986581879276631139352701380106130811280641209564013131219535249417277
0.0,1.0,8,60582214.293565845539087065768036854242682510508207831837021325052754832591841677021559017173049142238168471385926243001616456820307329970197670430705814970144806577091017522023065126235601654095102811607754292377907899016044776176751659419719102822896280161135905861518458552,60582214.293565845539087065768036854242682510508216833363234311775263900250061831674022824567252421410385587722233298513120335438049363589785930623372415801136402426179971657585629449405844107763228462890886391416216045573610197112151195054600622106974789445226839290928010711
0.0,1.0,9,53690772.840374709990113038359689198673626437427267681553339187116674985697305218410322933881196374638704799673580146580503519574528809566533989976991206631091461732251332097772081251639086871757573442032915308272843592375566685789706067865053498357776438781229054008261431465,53690772.840374709990113038359689198673626437427276172078199534503294546683461148973768002607820800164744796420654268574268627462855176359869375786654542309535537578891637416901087806610890010972845167908500722156645545673536253840187163750393039251607943114283916453117552983
0.0,1.0,10,51925703.799680659088551242295586397727587215203223874965535685574432511491941237181607939657534642901788677660109985375293638427499545735892274098660746809857349819607923119346940970132572049718303875601752967983578989612091178053818764873157447916035020336914419523061061,51925703.799680659088551242295586397727587215203232226080416294821514427363181572208594923832054023630051770301654365590269087347417993864345443227847672349557128770183680874253550131193091735927384225835194695534657354781069597837674386116204245103182707770456107775083737707
