3.5,-0.11111111111111116,1,788033.21784655831697454225419518241974818088942890123121128203729676480144398888630191413591329164415855860145904082363131377301580322235829472540704591492062556027352747953770269544386169811072511949138699815165539551819208280662105829507002371236818414339761718218702802723,788033.21784655831697454225419518241974818088942890123121128203729676480144398888630191413591329164415855860145904082363131377301580322235829472540704591492062556027352747953770269544386169811072511949138699815165539551819208280662105776656924354550350084574990767012505871469
3.5,-0.11111111111111116,2,47305.339310519455007455537525401653725750574871213795253993087199412693538934364466339730357435538891546488344215995094881301316376932036237153133595899666494187067229346803151124296731871832946542791149941397137980056402598093223008304477580627011658077840889778708146746546,47305.339310519455007455537525401653725750574871214245904084543940495892391866017089659692386106312944397948460637336739104765198504447026047485514867295058488024890959364039908208576528993231799004847088717530031989908816756828135654942631475944648679977039508747413038673093
3.5,-0.11111111111111116,3,25660.165370751148428503159919011140879550570422097755027972051913630064181775720385276490365400463013711087959860513361136988329348365695424846482740503958577526385132521997251455002340961588379994256686921023961300306427650327641274164730967724928048635821794760567685808247,25660.165370751148428503159919011140879550570422098213968466716843028126495152310104188427409999557230166052908072620813503754357017238210549402315095026666780024604806221431952999526660542681085151613598056794037904107268109672446315530378245629771312367245543630998127416795
3.5,-0.11111111111111116,4,12668.786531293996367553857755726619876351286249587849160919185003021511942670346829520701125543322911990460319977275821696937802187825783256254642274313971682090365418582762601027650124401481150921350701707426400599627989965975854259618903153333637278875570406857320073423713,12668.786531293996367553857755726619876351286249588246955082413398233629238139718312191342125821732979655668250171980834940696192332917580298470805271765338237537439192847574825665436441044282174391216860409042590847982874939187686342519344922455914074578265018363073560323092
3.5,-0.11111111111111116,5,6496.4190424193369017651985484515610045283857935473698401512820506378422577639840277261339402092367924937540282866784473139982759845724159585809692915996902458519337151702371072348703835668202980832277645909230699759547228352223131188538908576461245433090702802026619233669161,6496.4190424193369017651985484515610045283857935477008592832367220523119347032443255562981658503597635268301193367613817508734998164075531723744849362434162924776515004363591945471474265560077546490481157637071067336832389526077906216436623601353934440932834042969466054416601
3.5,-0.11111111111111116,6,4052.7631012242831662433812391142887316533154355370673919968518565935962565890042463957890541900806753582488599801760619215850313643235063051311775611167529346181191090115818373260553462764855254115929568002638147771593442451939902452196642440672488332650750490946107166110958,4052.7631012242831662433812391142887316533154355373542450979249372417688917913408878095105429823184506475190743605591276368970091245520421210776230856076481709427270320534827832933245334570819787119820256316955509976630201892295221634365467405422410207866048320060562676450034
3.5,-0.11111111111111116,7,3393.1015296324420223109071987120885952157014373373748517463099027685095481603902820358888153457665602761490868119160096510993161651754497376148825710811760964114692261683608387799381814650035593348079456866983583758618022760705214613061478664929902358065006020563130232524073,3393.1015296324420223109071987120885952157014373376461431513437671379738948093965976669409712565473361615042291887505898002325326769124409838278979159639190785044932999471564139910271508454800043508754858326434019006448434654748367648256058431187969024137016063679774583838999
3.5,-0.11111111111111116,8,3329.5284043878708287072546589298227501579162289088833548581100350117307792295326982247565870050107956482432543571306989475571754092737271331925248899390346592441389474206645938202096010596250164299070029214967167541749566068562446021357235096994021280095990768080779952442444,3329.5284043878708287072546589298227501579162289091530440263861044836581393331858192107642831393522863488851112349859385362088501091383773372065092058935458133741889372024537071778331278337799184968792905319001113767874227027953667811554437048807151924767345636067534297223424
3.5,-0.11111111111111116,9,3328.7182313708990487089179356286248441762829793676396208584554929453437751528322823504419595251849477766651915302156937683799721497097690253288337763827304675614326699804797864862228431572839323127082604275021605110587837353650458585399976246622977056271750987846218212817083,3328.7182313708990487089179356286248441762829793679092945690914616363491052592883665709468509498523538874195829325580545321006033940953907770086562963273618520841784005676896661356495760016773499401976134460498197560383792239374272168262278433878796456835147873235616816181346
3.5,-0.11111111111111116,10,3328.6743095329570927443002860918873624748886396005979112043856019787193406026800330701778951706857724085410920028613147563874487520734399198573673527173890939619945840999138106344157843770038560650498610337731017217325075317620576618926383997920478341936873381959123002523274,3328.6743095329570927443002860918873624748886396008675849135984170264177676088908335434422130061414017107409065912441006134989282948043368549119942039206261777623557230702854784955741766357137441082863301127374798083332523331152735594681140576163424513124092711761749863516822
3.5,-0.11111111111111116,11,3328.6635141513617103999881578168243814550277419865463336962244675128762164147412208703903080030800980672814497735853836119281492387076692950874665021272269779513090328860919971020534277510440100735123432737194310809518822194533636395082254959570915845657794028603037620440257,3328.6635141513617103999881578168243814550277419868160074054372825485125430789947296879238383849749059082617442223985161405864332046752375201517083183962946214119990121020733018156167944530920654694294985074059795344960017755722003274532256303817829981942419998773059092505952
3.5,-0.11111111111111116,12,3328.6608153939532483870746797495855376298092536184269393520599607589717945391662328598964130022040324251475058630714285748965859358016199665154708231605366915753887479180990393436368906097029137786574464944627636284641881264426941236337907010962280198891057492987725871596442,3328.6608153939532483870746797495855376298092536186966130612727757946081212056150844778840630667928098294821556270250951776379879063889735378240625113274721297483686922498897086138001689706816704518514712082164097889134686134920985362585482877288727740943249248954334532040319
3.5,-0.11111111111111116,13,3328.6601407753940265032675035096687798906714151222958530086755805485602338754702520612308660201977126831999731410087187472620753504944521394426899092255391921544520514451227087476307896809821457589346887523369496290587452601673805413616997184407810681157387876284684070644159,3328.6601407753940265032675035096687798906714151225655267178883955841965605420555130276692497244836825725202721017353440247470477448747917615887788297980601696139672746924654783386954193613365279385291482741541725791232264871275703884667860308492667589627722035236323662209149
3.5,-0.11111111111111116,14,3328.6599723400690957045513008478395546776482984207240487217368675688141438222797846502083507241796744805154938869216786277797428268038520994179453610753721790186815131072466266258878133710971178703959935181976366641028075474871346417033827136198899489846303215555622651581917,3328.65997234006909570455130084783955467764829842099372243094968260445047048887337171043857259100705000782093257396462997033889362268072079779098011560177911010931591603898068104373409784253835899132489110627402482901578892471141865784956473536281074616562270392402284032088
3.5,-0.11111111111111116,15,3328.6599306165235996371721729248651708968924475054616007228833439696419037633819288149863702350627366403807060254802517351482159003596489002115169682449612355073470130155018842502720048184154764097578407255674935168737507720753325019165254192114728376902697972423832537334262,3328.6599306165235996371721729248651708968924475057312744320961590052782304299759876882140146586778430568585580140986157383988723904355108597817319400473745362408357273528995903483714947684401106027016070099743312180304532692402552414672743715631644706949435055847468977608194
3.5,-0.11111111111111116,16,3328.6599203902813447646845637687094261061637975930961316879926861983715602999935311454450793536259098853269978244172444529553286135524190519976723603697133271995364098159637592622368668083840915078677669406001336839434727850749364833952326629913963784807946415249445161231068,3328.6599203902813447646845637687094261061637975933658053972055012340078869665876097361445811326433941779621503859914051324187620682239065029644514393993786113753530817857504018028719141656939621402648306941354335071141897903694486370731748404881077493938179797662301461821839
3.5,-0.11111111111111116,17,3328.6599178508736770295144409039610304330061052834697736212010380913796910627024334314123932659997283824481976899874447058743930448496651762452858110702157030355621767060309773734082776144030147687702371614205112829488716878536449711804644270173312956708511496068693758987169,3328.6599178508736770295144409039610304330061052837394473304138531270160177292965123183169442320712347251146179128555106817399886732826503741047804583388493075606617009802215644962302739616628531329989416858453628876846965072241599078200953307559851870855971289724920738380243
3.5,-0.11111111111111116,18,3328.6599172161037694807466869193659430073403800537494240612331205308428610910472198381660896248355840860106400678130268406053542192531397513020831320031226711483734923991399622760074254957727105647013873348897792872635846171489073914540737612459247824272830463031083250564256,3328.6599172161037694807466869193659430073403800540190977704459355664791877576412987254151682896174942617779962354521243606090359753685849116278255643497904036678899483968190369515555342719022161709100059066981053875364184729354323864341570130933823491984216640788108675001393
3.5,-0.11111111111111116,19,3328.6599170574112944163540178797757227166739726828106203750972900629620550062892196501335584662566657073910977616921459033477784402427431043301165387298519249084752738278151510009099275941357804833715119284528271378961108743845232585521652642853539646693483882991882347680983,3328.6599170574112944163540178797757227166739726830802940843101050985983816728832985373826390343562567064965362321771150021696886636698591169432668387313922186696541502788522260611618474963186308200391687670668674397648939902855256133172482048901691594298859658812506653568997
3.5,-0.11111111111111116,20,3328.659917017738175650269267953924335998318224127914949178708421958404751528863916517174600344839841760129924298971182078112295015652088891007421076833511360518914200495333561548666436628389564952700207985803106362864915931009834483244882593285198692470588535973805229028871,3328.6599170177381756502692679539243359983182241281846228879212369940410781954579954044236809129392511479878700697426171258669648044131788040781052180291231174418054941075124905945400417570942102104225972741386934258996418752665835298197050880233352927445749460129512321989123
3.5,-0.11111111111111116,21,3328.6599170078198959587491132382204279110041159282279335251405527991027726999036455320083137093022551673007339442091938807555381058673852547029064584822785739687255136283110279963223339453456446981153559206745318712321772931068724277514544935056945135240354424027436078799552,3328.659917007819895958749113238220427911004115928497607234353367834739099366497724419257394277401653190111435372100462731274240347917897633051795889006313806592465212548723702016941807267917040264212096395808220872024661050023859646721532526028879083081945967573822280247043
3.5,-0.11111111111111116,22,3328.6599170053403260358691404587513712697438967884118985167542070346634091656396760908971624946696888939927843450009302972510506122149495699015403825702617334210238656924006416129902714072551654832632693256989874000395176118833440348769524268619233165801150110295561965565185,3328.6599170053403260358691404587513712697438967886815722259670220702997358322337549781462430627690862064895321062456405325486865831138798497254007326227055209227877217644778610014404700216376087062575801076146266275785928742555352050294852599760259496472248426009132076767985
